0.00000000, 0.00000000, 0.19554958
0.00000000, 0.01000000, 1.86601321
0.00000000, 0.02000000, 18.57047176
0.00000000, 0.03000000, 185.61487891
0.00000000, 0.04000000, 1856.05877143
0.00000000, 0.05000000, 18560.49751728
0.00000000, 0.06000000, 185604.88479580
0.00000000, 0.07000000, 1856048.75740051
0.00000000, 0.08000000, 18560487.48326658
0.00000000, 0.09000000, 185604874.74174580
0.00000000, 0.10000000, 1856048747.32635570
0.00000000, 0.11000000, 18560487473.17227173
0.00000000, 0.12000000, 185604874731.63122559
0.00000000, 0.13000000, 1856048747316.22070312
0.00000000, 0.14000000, 18560487473162.11718750
0.00000000, 0.15000000, 185604874731621.06250000
0.00000000, 0.16000000, 1856048747316210.50000000
0.00000000, 0.17000000, 18560487473162104.00000000
0.00000000, 0.18000000, 185604874731621056.00000000
0.00000000, 0.19000000, 1856048747316210688.00000000
0.00000000, 0.20000000, 18560487473162108928.00000000
0.00000000, 0.21000000, 185604874731621089280.00000000
0.00000000, 0.22000000, 1856048747316210827264.00000000
0.00000000, 0.23000000, 18560487473162108272640.00000000
0.00000000, 0.24000000, 185604874731621082726400.00000000
0.00000000, 0.25000000, 1856048747316210894372864.00000000
0.00000000, 0.26000000, 18560487473162110554341376.00000000
0.00000000, 0.27000000, 185604874731621101248446464.00000000
0.00000000, 0.28000000, 1856048747316211149923418112.00000000
0.00000000, 0.29000000, 18560487473162112598745808896.00000000
0.00000000, 0.30000000, 185604874731621139181597622272.00000000
0.00000000, 0.31000000, 1856048747316211462184720400384.00000000
0.00000000, 0.32000000, 18560487473162112932997343739904.00000000
0.00000000, 0.33000000, 185604874731621147344371946881024.00000000
0.00000000, 0.34000000, 1856048747316211545501313506738176.00000000
0.00000000, 0.35000000, 18560487473162114302091630460534784.00000000
0.00000000, 0.36000000, 185604874731621152244288341460123648.00000000
0.00000000, 0.37000000, 1856048747316211743803812299115855872.00000000
0.00000000, 0.38000000, 18560487473162117438038122991158558720.00000000
0.00000000, 0.39000000, 185604874731621179102747712781230800896.00000000
0.00000000, 0.40000000, 1856048747316211791027477127812308008960.00000000
0.00000000, 0.41000000, 18560487473162118514737681085437667442688.00000000
0.00000000, 0.42000000, 185604874731621209325893203146960168550400.00000000
0.00000000, 0.43000000, 1856048747316212170630184486805868866699264.00000000
0.00000000, 0.44000000, 18560487473162119849391785939988276318306304.00000000
0.00000000, 0.45000000, 185604874731621223252718645107488261165547520.00000000
0.00000000, 0.46000000, 1856048747316212311755348965339220205199425536.00000000
0.00000000, 0.47000000, 18560487473162122483728189539277501303642652672.00000000
0.00000000, 0.48000000, 185604874731621240049089098131527830996864991232.00000000
0.00000000, 0.49000000, 1856048747316212481620529395921960005757655056384.00000000
0.00000000, 0.50000000, 18560487473162122869093972008659239358640427106304.00000000
0.00000000, 0.51000000, 185604874731621254652424012760730536238885917163520.00000000
0.00000000, 0.52000000, 1856048747316212380370740654492821249412976636592128.00000000
0.00000000, 0.53000000, 18560487473162125797549400222302021849840356786438144.00000000
0.00000000, 0.54000000, 185604874731621257975494002223020218498403567864381440.00000000
0.00000000, 0.55000000, 1856048747316212537219644157112894252062209749672787968.00000000
0.00000000, 0.56000000, 18560487473162126733325909254882796374120527223800725504.00000000
0.00000000, 0.57000000, 185604874731621278222294834018858794569192710054590021632.00000000
0.00000000, 0.58000000, 1856048747316212825779091306068711269003876851812231282688.00000000
0.00000000, 0.59000000, 18560487473162130348485775422933032209012356578906204012544.00000000
0.00000000, 0.60000000, 185604874731621320210416653127297678241912270275333169610752.00000000
0.00000000, 0.61000000, 1856048747316213202104166531272976782419122702753331696107520.00000000
0.00000000, 0.62000000, 18560487473162132021041665312729767824191227027533316961075200.00000000
0.00000000, 0.63000000, 185604874731621314501425882303458154008768392477352624079765504.00000000
0.00000000, 0.64000000, 1856048747316213236358111156216013927817985969541214969293438976.00000000
0.00000000, 0.65000000, 18560487473162132363581111562160139278179859695412149692934389760.00000000
0.00000000, 0.66000000, 185604874731621311943798016974378047152319935223857339681883553792.00000000
0.00000000, 0.67000000, 1856048747316213025901875380565993706487370058396460138839152787456.00000000
0.00000000, 0.68000000, 18560487473162129510729915492237642944587066233227695324554065870848.00000000
0.00000000, 0.69000000, 185604874731621289120988448414998076483577587526381704734840962678784.00000000
0.00000000, 0.70000000, 1856048747316212747538427527972900293740742079922331083091616922075136.00000000
0.00000000, 0.71000000, 18560487473162128241632045712673432116580934374377902640285730312552448.00000000
0.00000000, 0.72000000, 185604874731621270156356130199623454299033126541305557452944325656707072.00000000
0.00000000, 0.73000000, 1856048747316212750603418609704678010457436134222949450329095166442340352.00000000
0.00000000, 0.74000000, 18560487473162128290671903020381875584048039243187796516085382222427717632.00000000
0.00000000, 0.75000000, 185604874731621264075413824043776464333112122808878716853787488832173637632.00000000
0.00000000, 0.76000000, 1856048747316212640754138240437764643331121228088787168537874888321736376320.00000000
0.00000000, 0.77000000, 18560487473162124800603338145387370891349119939725269163175755100424528461824.00000000
0.00000000, 0.78000000, 185604874731621248006033381453873708913491199397252691631757551004245284618240.00000000
0.00000000, 0.79000000, 1856048747316212582904368647114114723820485903806933477738567112141194305470464.00000000
0.00000000, 0.80000000, 18560487473162128297300522452950210470658632874095092251489469571781738077618176.00000000
0.00000000, 0.81000000, 185604874731621289555023453814326273326463058970352942445838158252136834170617856.00000000
0.00000000, 0.82000000, 1856048747316213106174817875257636129100685957044394062248572383619590850328133632.00000000
0.00000000, 0.83000000, 18560487473162131061748178752576361291006859570443940622485723836195908503281336320.00000000
0.00000000, 0.84000000, 185604874731621303877495120738103664243314823949531737815571132726815964756910800896.00000000
0.00000000, 0.85000000, 1856048747316212984855057873079757053099118065456056030881422482187014685361887510528.00000000
0.00000000, 0.86000000, 18560487473162128985832285381977097101646697869932378752425603300571827458303347130368.00000000
0.00000000, 0.87000000, 185604874731621303661815547400898545885978703253374692426473977346491384908081918902272.00000000
0.00000000, 0.88000000, 1856048747316213312688009345631536956250021523614765022309098660280376055581788140994560.00000000
