0.00000000, 0.00000000, 0.10272528
0.00000000, 0.01000000, 0.47384545
0.00000000, 0.02000000, 2.32936723
0.00000000, 0.03000000, 11.60689680
0.00000000, 0.04000000, 57.99446515
0.00000000, 0.05000000, 289.93222712
0.00000000, 0.06000000, 1449.62095694
0.00000000, 0.07000000, 7248.06452580
0.00000000, 0.08000000, 36240.28228959
0.00000000, 0.09000000, 181201.37102783
0.00000000, 0.10000000, 906006.81463803
0.00000000, 0.11000000, 4530034.03260782
0.00000000, 0.12000000, 22650170.12237534
0.00000000, 0.13000000, 113250850.57113126
0.00000000, 0.14000000, 566254252.81482899
0.00000000, 0.15000000, 2831271264.03323555
0.00000000, 0.16000000, 14156356320.12518501
0.00000000, 0.17000000, 70781781600.58485413
0.00000000, 0.18000000, 353908908002.88311768
0.00000000, 0.19000000, 1769544540014.37451172
0.00000000, 0.20000000, 8847722700071.83203125
0.00000000, 0.21000000, 44238613500359.11718750
0.00000000, 0.22000000, 221193067501795.56250000
0.00000000, 0.23000000, 1105965337508977.87500000
0.00000000, 0.24000000, 5529826687544890.00000000
0.00000000, 0.25000000, 27649133437724448.00000000
0.00000000, 0.26000000, 138245667188622240.00000000
0.00000000, 0.27000000, 691228335943111168.00000000
0.00000000, 0.28000000, 3456141679715555840.00000000
0.00000000, 0.29000000, 17280708398577778688.00000000
0.00000000, 0.30000000, 86403541992888893440.00000000
0.00000000, 0.31000000, 432017709964444434432.00000000
0.00000000, 0.32000000, 2160088549822222303232.00000000
0.00000000, 0.33000000, 10800442749111112826880.00000000
0.00000000, 0.34000000, 54002213745555559940096.00000000
0.00000000, 0.35000000, 270011068727777799700480.00000000
0.00000000, 0.36000000, 1350055343638889065611264.00000000
0.00000000, 0.37000000, 6750276718194445596491776.00000000
0.00000000, 0.38000000, 33751383590972225834975232.00000000
0.00000000, 0.39000000, 168756917954861124879908864.00000000
0.00000000, 0.40000000, 843784589774305693119021056.00000000
0.00000000, 0.41000000, 4218922948871528740473012224.00000000
0.00000000, 0.42000000, 21094614744357645901388316672.00000000
0.00000000, 0.43000000, 105473073721788225108895072256.00000000
0.00000000, 0.44000000, 527365368608941143136661405696.00000000
0.00000000, 0.45000000, 2636826843044705856420795383808.00000000
0.00000000, 0.46000000, 13184134215223530408003883761664.00000000
0.00000000, 0.47000000, 65920671076117658795418859864064.00000000
